# Description of the experiment:
#
# - We generate the costs to up to 10.000 tasks for 100 resources.
# All costs follow linear functions with RNG seeds [0..99].
# - We schedule from 1.000 to 10.000 tasks with steps of 1000.
# - We run OLAR and the extended versions of Fed-LBAP, FedAvg, and
# Proportional.
# - All resources have a lower limit of 4, except the resource with the
# highest cost for the number of tasks. That resource gets a minimum of
# (tasks/resources)/4.
# - All resources have an upper limit of 2*(tasks/resources), except the
# resource with the lowest cost for the number of tasks. That resource
# gets an upper limit of (tasks/resources)/2.
# - Each sample is composed of 100 executions of the schedulers.
# - We get 50 samples for each pair (scheduler, tasks)
# - The order of execution of the different schedulers is
# randomly defined. We set an initial RNG seed = 0 and increase
# it every time we need a new order.
Scheduler,Tasks,Resources,Time
OLAR,2000,100,0.3050771739999618
Proportional,2000,100,0.6482816989999947
FedAvg,2000,100,0.2546646179999925
Fed-LBAP,2000,100,0.5612912540000252
OLAR,2000,100,0.3046496359999651
OLAR,2000,100,0.303000787999963
Proportional,2000,100,0.6493780719999904
Fed-LBAP,2000,100,0.5582878840000376
FedAvg,2000,100,0.25513869600001726
OLAR,2000,100,0.30682990299999346
FedAvg,2000,100,0.25412597600001163
Proportional,2000,100,0.6461455109999861
Fed-LBAP,2000,100,0.5622151520000216
FedAvg,2000,100,0.2542903560000127
Fed-LBAP,2000,100,0.5634007929999711
OLAR,2000,100,0.3040135040000109
Proportional,2000,100,0.6507268380000255
FedAvg,2000,100,0.2547443340000086
Fed-LBAP,2000,100,0.558171246000029
OLAR,2000,100,0.30384907199999134
Proportional,2000,100,0.6468395130000317
Fed-LBAP,2000,100,0.5626462459999857
Proportional,2000,100,0.6488776830000234
OLAR,2000,100,0.3053828789999784
FedAvg,2000,100,0.256100723999964
OLAR,2000,100,0.307726582999976
Proportional,2000,100,0.6539099409999949
Fed-LBAP,2000,100,0.5599308009999504
FedAvg,2000,100,0.2551202969999622
FedAvg,3000,100,0.41004858499997
Proportional,3000,100,1.0380591539999955
Fed-LBAP,3000,100,0.5978605799999741
OLAR,3000,100,0.486617152000008
